   0.0000000000000000        0.0000000000000000     
   27972947.704947829        49.668964550752463     
   1277150386.4958971       -19.918983947757482     
   53407922563.502518       -215978513.92601752     
   198087778546.84744       -215756960.05788508     
   514691857638.95544        96221536.607210591     
   976368216310.80225        121203590.16792183     
   1584044076769.7832        139130915.97703177     
   2339961898837.2485        161578842.71363258     
   3245721766657.6533        187853610.61021334     
   4301949445049.1660        214675066.83625406     
   5495044702395.2617        133216198.63921116     
   6813464728826.0703       -39396199.310312070     
   8269314619693.7031       -104804679.24607521     
   9866234483889.3535       -136324866.67946610     
   11605042511933.771       -158545294.95510468     
   13485753576131.920       -178075766.43832088     
   15508073351936.838       -197492514.53903177     
   17672207724309.738       -215819948.68479341     
   19983758749106.031       -192126064.08532652     
   22455134466197.266       -56380706.079767600     
   25069978532459.293        33771555.291683428     
   27840380731977.848        85275953.431166768     
   30761562984000.082        213469840.47270015     
   33804502327326.461       -1059890.2714525559     
   36986360193662.016       -742795.80529401335     
   40305785743329.375       -643544.99570896477     
   43761619860325.953       -875365.23508444498     
   47352665368638.773       -702393.63759723841     
   51077682771623.250       -776517.44080111256     
   54935401747889.711       -940999.81964018615     
   58924520527279.875       -1064200.9022549207     
   63043710660809.555       -1724948.7696208335     
   67291618688141.164       -2881346.4681844627     
   71666868288209.062       -3697262.2984797130     
   76168065662546.125       -5041396.0535313655     
   80793796596192.406       -5380204.7218099590     
   85542630141073.500       -5791606.9215788301     
   90413118473055.141       -6303122.9641777221     
   95403801728218.766       -6094473.2026624540     
   100513204339172.11       -6234153.0075945128     
   105739838801377.31       -6578569.6177507387     
   111082208754628.38       -5674462.5252030976     
   116538804284968.88       -5361902.0092118019     
   122108108278655.06       -5485778.8721030224     
   127788592896177.95       -5408416.4498202810     
   133578728048015.20       -4990298.9374932814     
   139476975063304.33       -5737061.2720202133     
   145481791253300.41       -4431157.3673801860     
   151591631788315.94       -3695888.2704087989     
   157804947795238.53       -3474580.2820087830     
   164120194519193.03       -2860246.4239727808     
   170535827595132.25       -2250720.5159051968     
   177050303056071.62       -1996756.1796887026     
   183662082678587.97       -1024292.3453317421     
   190369631106005.34       -637534.85196645197     
   197171424160749.84       -466948.83546298061     
   204065941606216.06       -920806.98887634207     
   211051676866356.75       -253213.66602754855     
   218127129425836.50       -145566.92345092408     
   225290808687247.16        151533.49353474472     
   232541240899684.84        1177530.8125380753     
   239876961047738.50        185490.64431296467     
   247296518730921.94        1378962.1601003415     
   254798479259969.16        584048.01845618186     
   262381419814895.84        1742745.9824037433     
   270043936950063.34        1387049.8443314147     
   277784637610176.00        478853.83002442477     
   285602151293114.00        273549.50086969917     
   293495115970976.62        2727399.1899285638     
   301462191548367.75        1750226.7453154814     
   309502050436441.50        1750200.3591560465     
   317613383895157.94       -801248.21003200056     
   325794898447697.38       -759844.91996921727     
   334045313325264.94       -2055925.0749962274     
   342363364714640.56       -1172229.1853579010     
   350747813427109.88       -3689043.7016920974     
   359197419873596.12       -2865292.9783125618     
