9.049252E-01	1.318720E-02
9.140190E-01	1.199490E-02
9.222471E-01	1.090390E-02
9.296920E-01	9.906890E-03
9.364284E-01	8.996400E-03
9.425238E-01	8.165750E-03
9.480392E-01	7.408560E-03
9.530299E-01	6.718610E-03
9.575459E-01	6.090490E-03
9.616323E-01	5.518920E-03
9.653300E-01	4.999070E-03
9.686760E-01	4.526510E-03
9.717039E-01	4.097090E-03
9.744438E-01	3.707050E-03
9.769233E-01	3.352820E-03
9.791669E-01	3.031330E-03
9.811973E-01	2.739620E-03
9.830346E-01	2.474870E-03
9.846973E-01	2.234770E-03
9.862019E-01	2.017040E-03
9.875635E-01	1.819640E-03
9.887956E-01	1.640700E-03
9.899107E-01	1.478500E-03
9.909198E-01	1.331500E-03
9.919288E-01	1.184340E-03
9.929378E-01	1.036970E-03
9.939468E-01	8.893700E-04
9.949557E-01	7.416120E-04
9.959646E-01	5.937050E-04
9.969735E-01	4.455220E-04
9.979824E-01	2.971720E-04
9.989912E-01	1.486640E-04
